OPEID,PELLID,NAME,State,,Awards,Recipients
00114000,001140,CALIFORNIA STATE UNIVERSITY - LOS ANGELES,CA,2004,"20,451,692","7,614"
00115000,001150,CALIFORNIA STATE UNIVERSITY - SACRAMENTO -,CA,2004,"21,083,974","8,249"
00799300,007993,"CALIFORNIA STATE UNIVERSITY, BAKERSFIELD",CA,2004,"7,881,135","3,050"
00114600,001146,"CALIFORNIA STATE UNIVERSITY, CHICO",CA,2004,"14,375,753","5,521"
00114100,001141,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",CA,2004,"12,076,437","4,700"
00113800,001138,"CALIFORNIA STATE UNIVERSITY, EAST BAY",CA,2004,"8,678,207","3,227"
00114700,001147,"CALIFORNIA STATE UNIVERSITY, FRESNO",CA,2004,"22,719,347","7,829"
00113700,001137,"CALIFORNIA STATE UNIVERSITY, FULLERTON",CA,2004,"19,949,111","7,548"
00113900,001139,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",CA,2004,"24,984,877","9,068"
03260300,032603,"CALIFORNIA STATE UNIVERSITY, MONTEREY BAY",CA,2004,"3,893,463","1,398"
00115300,001153,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",CA,2004,"33,289,966","12,115"
00114200,001142,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",CA,2004,"17,729,680","6,535"
03011300,030113,"CALIFORNIA STATE UNIVERSITY, SAN MARCOS",CA,2004,"5,246,279","2,122"
00115700,001157,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",CA,2004,"7,203,787","2,815"
00697300,006973,CANADA COLLEGE,CA,2004,"868,734",369
02125000,013914,CAREER ACADEMY OF BEAUTY,CA,2004,"328,406",176
03427400,034274,CAREER COLLEGES OF AMERICA,CA,2004,"2,143,151",894
03242300,032423,CAREER NETWORKS INSTITUTE,CA,2004,"544,922",254
00673100,006731,CASA LOMA COLLEGE,CA,2004,"646,974",275
02332800,016516,CENTER FOR EMPLOYMENT TRAINING,CA,2004,"5,507,483","2,227"
03097700,030977,CENTRAL CALIFORNIA SCHOOL OF CONTINUING EDUCATION,CA,2004,"536,386",197
02602300,026023,CENTRAL COAST COLLEGE,CA,2004,"489,917",261
00116100,001161,CERRITOS COMMUNITY COLLEGE,CA,2004,"12,619,432","5,823"
00116200,001162,CHABOT COLLEGE,CA,2004,"4,928,103","2,161"
00116300,001163,CHAFFEY COMMUNITY COLLEGE,CA,2004,"7,356,858","3,565"
00116400,001164,CHAPMAN UNIVERSITY,CA,2004,"3,085,623","1,484"
00950900,009509,CHARLES A. JONES SKILLS & BUSINESS EDUCATION CENTER,CA,2004,"1,355,478",773
01036500,013653,CHARLES R. DREW UNIVERSITY OF MEDICINE AND SCIENCE,CA,2004,"370,673",132
03392300,033923,CHASE COLLEGE,CA,2004,"883,661",328
01203100,012031,CHRISTIAN HERITAGE COLLEGE,CA,2004,"419,138",175
00116600,001166,CITRUS COMMUNITY COLLEGE,CA,2004,"5,282,882","2,428"
00450200,012874,CITY COLLEGE OF SAN FRANCISCO,CA,2004,"12,473,409","5,242"
00117000,001170,CLAREMONT MCKENNA COLLEGE,CA,2004,"390,012",137
03278300,032783,CLARITA CAREER COLLEGE,CA,2004,"496,264",178
02147400,014919,CLEVELAND CHIROPRACTIC COLLEGE,CA,2004,"153,361",74
02309500,016330,CLOVIS ADULT EDUCATION,CA,2004,"373,589",182
02063500,013536,COASTLINE COMMUNITY COLLEGE,CA,2004,"1,244,992",560
00117700,001177,COGSWELL POLYTECHNICAL COLLEGE,CA,2004,"221,579",84
00729600,009273,COLEMAN COLLEGE - LA MESA,CA,2004,"716,992",324
02220000,015686,COLLEEN O'HARA'S BEAUTY ACADEMY,CA,2004,"868,285",319
03577300,035773,COLLEEN O'HARA'S BEAUTY ACADEMY,CA,2004,"88,830",41
00672000,006720,COLLEGE OF ALAMEDA,CA,2004,"2,807,884","1,102"
00117800,001178,COLLEGE OF MARIN,CA,2004,"2,637,325","1,113"
00118100,001181,COLLEGE OF SAN MATEO,CA,2004,"1,867,213",791
00890300,008903,COLLEGE OF THE CANYONS,CA,2004,"2,324,136","1,026"
00118200,001182,COLLEGE OF THE DESERT,CA,2004,"4,091,108","1,813"
00118500,001185,COLLEGE OF THE REDWOODS,CA,2004,"5,176,992","2,313"
00118600,001186,COLLEGE OF THE SEQUOIAS,CA,2004,"8,610,817","3,917"
00118700,001187,COLLEGE OF THE SISKIYOUS,CA,2004,"1,820,900",824
00770700,007707,COLUMBIA COLLEGE,CA,2004,"1,265,449",606
02110200,014697,COLUMBIA COLLEGE-HOLLYWOOD,CA,2004,"181,486",79
03250300,032503,COMMUNITY BASED EDUCATION AND DEVELOPMENT,CA,2004,"2,329,249",706
03615300,036153,COMMUNITY BUSINESS COLLEGE,CA,2004,"1,800",1
03695300,036953,COMMUNITY ENHANCEMENT SERVICES,CA,2004,"74,824",41
00118800,001188,COMPTON COMMUNITY COLLEGE,CA,2004,"4,242,640","1,757"
03415300,034153,COMPUTER TRAINING INSTITUTE,CA,2004,"271,550",91
03759300,037593,COMPUTER TUTOR BUSINESS AND TECHNICAL INSTITUTE,CA,2004,"42,651",26
00760700,007607,CONCORDE CAREER INSTITUTE,CA,2004,"2,115,322",911
00793000,007930,CONCORDE CAREER INSTITUTE,CA,2004,"1,031,655",545
00807100,008071,CONCORDE CAREER INSTITUTE,CA,2004,"1,403,739",645
00853700,008537,CONCORDE CAREER INSTITUTE,CA,2004,"2,339,387","1,067"
02070500,013885,CONCORDIA UNIVERSITY,CA,2004,"857,796",339
00119000,001190,CONTRA COSTA COLLEGE,CA,2004,"3,301,872","1,422"
03542400,035424,COPPER MOUNTAIN COLLEGE,CA,2004,"1,649,376",788
00753600,007536,COSUMNES RIVER COLLEGE,CA,2004,"6,546,495","2,654"
00927200,009272,CRAFTON HILLS COLLEGE,CA,2004,"2,014,854",954
00119200,001192,CUESTA COLLEGE,CA,2004,"3,742,318","1,672"
02111300,014435,CUYAMACA COLLEGE,CA,2004,"2,215,665",969
02174600,014557,CYNTHIA'S BEAUTY ACADEMY,CA,2004,"1,320,362",474
00119300,001193,CYPRESS COLLEGE,CA,2004,"6,343,732","2,596"
00448000,004480,DE ANZA COMMUNITY COLLEGE,CA,2004,"5,849,463","2,478"
03025600,030256,DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE,CA,2004,"8,100",2
02298000,016233,DESIGN INSTITUTE OF SAN DIEGO,CA,2004,"343,252",157
03646300,036463,DESIGN'S SCHOOL OF COSMETOLOGY,CA,2004,"134,866",56
00119100,001191,DIABLO VALLEY COLLEGE,CA,2004,"3,537,119","1,505"
02553600,017136,DIVERSIFIED LANGUAGE INSTITUTE-LOS ANGELES,CA,2004,"1,699,921",645
00119600,001196,DOMINICAN UNIVERSITY OF CALIFORNIA,CA,2004,"881,438",362
00915800,009158,DON BOSCO TECHNICAL INSTITUTE,CA,2004,"110,850",41
03109500,031095,DONGGUK ROYAL UNIVERSITY,CA,2004,"78,824",38
01022900,010229,D-Q UNIVERSITY,CA,2004,"498,889",296
03479400,034794,DVS COLLEGE,CA,2004,"297,605",106
02226000,001222,EAST LOS ANGELES COLLEGE,CA,2004,"10,474,506","4,255"
00119700,001197,EL CAMINO COLLEGE DISTRICT,CA,2004,"7,903,990","3,648"
02091200,014484,ELEGANCE INTERNATIONAL,CA,2004,"129,425",58
03094400,030944,ELITE PROGRESSIVE SCHOOL OF COSMETOLOGY,CA,2004,"390,295",146
00903200,009032,EMPIRE COLLEGE,CA,2004,"920,461",375
03413400,034134,ENGLISH CENTER FOR INTERNATIONAL WOMEN,CA,2004,"384,819",167
03087700,030877,ESCUELAS  LEICESTER,CA,2004,"422,305",180
02167800,015125,ESTES INSTITUTE OF COSMETOLOGY ARTS & SCIENCES,CA,2004,"167,916",81
01245200,012452,EVERGREEN VALLEY COLLEGE,CA,2004,"5,105,683","2,036"
02234300,015756,FASHION CAREERS OF CALIFORNIA COLLEGE,CA,2004,"168,060",78
01111200,011112,FASHION INSTITUTE OF DESIGN & MERCHANDISING -,CA,2004,"3,995,849","1,650"
00859700,008597,FEATHER RIVER COMMUNITY COLLEGE,CA,2004,"700,163",300
00725300,007253,FEDERICO BEAUTY INSTITUTE,CA,2004,"342,886",189
03131300,031313,FIVE BRANCHES INSTITUTE,CA,2004,"27,075",11
00119900,001199,FOOTHILL COLLEGE,CA,2004,"1,363,629",620
03162300,031623,FOUR-D COLLEGE,CA,2004,"869,288",348
02230900,013557,FREDRICK AND CHARLES BEAUTY COLLEGE,CA,2004,"135,170",56
00130700,001307,FRESNO CITY COLLEGE,CA,2004,"19,210,594","9,996"
00125300,001253,FRESNO PACIFIC UNIVERSITY,CA,2004,"1,546,276",620
00120100,001201,FULLERTON COLLEGE,CA,2004,"6,727,692","2,770"
01202700,012027,GALEN COLLEGE OF CALIFORNIA,CA,2004,"1,189,804",541
00120200,001202,GAVILAN COLLEGE,CA,2004,"1,977,545",815
02231900,015765,GEMOLOGICAL INSTITUTE OF AMERICA,CA,2004,"74,994",33
02338500,016581,GLENDALE CAREER COLLEGE,CA,2004,"2,731,817","1,090"
00120300,001203,GLENDALE COMMUNITY COLLEGE,CA,2004,"10,907,943","4,583"
00120500,001205,GOLDEN GATE UNIVERSITY,CA,2004,"208,206",108
00120600,001206,GOLDEN WEST COLLEGE,CA,2004,"5,844,145","2,265"
00120800,001208,GROSSMONT COLLEGE,CA,2004,"5,655,928","2,488"
00565500,012522,HACIENDA LA PUENTE ADULT EDUCATION,CA,2004,"883,176",385
02211000,014599,HAIRMASTERS UNIVERSITY OF BEAUTY,CA,2004,"194,470",78
00120900,001209,HARTNELL COMMUNITY COLLEGE,CA,2004,"3,157,427","1,542"
00117100,001171,HARVEY MUDD COLLEGE,CA,2004,"244,600",90
00723400,007234,HEALD COLLEGE,CA,2004,"4,399,461","1,876"
00747700,007477,HEALD COLLEGE,CA,2004,"1,420,280",622
00809300,008093,HEALD COLLEGE,CA,2004,"2,519,628","1,009"
00853200,008532,HEALD COLLEGE,CA,2004,"2,475,403","1,075"
02187500,015453,HEALD COLLEGE,CA,2004,"1,567,909",690
02593100,025931,HEALD COLLEGE,CA,2004,"1,522,258",714
02593200,025932,HEALD COLLEGE,CA,2004,"1,391,193",648
02593300,025933,HEALD COLLEGE,CA,2004,"1,963,682",796
03034000,030340,HEALD COLLEGE,CA,2004,"1,619,732",669
02589200,025892,HEALTHSTAFF TRAINING INSTITUTE,CA,2004,"138,484",56
02285100,014813,HILLTOP BEAUTY SCHOOL,CA,2004,"564,662",209
00118300,001183,HOLY NAMES UNIVERSITY,CA,2004,"537,987",230
00125200,001252,HOPE INTERNATIONAL UNIVERSITY,CA,2004,"847,875",386
00114900,001149,HUMBOLDT STATE UNIVERSITY,CA,2004,"8,915,231","3,108"
00121200,001212,HUMPHREYS COLLEGE,CA,2004,"1,273,083",550
02545900,017061,HYPNOSIS MOTIVATION INSTITUTE,CA,2004,"189,947",82
03467300,034673,IMAGE SCHOOLS OF COSMETOLOGY,CA,2004,"207,271",95
00121400,001214,IMPERIAL VALLEY COLLEGE,CA,2004,"6,545,181","3,048"
02128300,014673,INSTITUTE FOR BUSINESS & TECHNOLOGY,CA,2004,"2,175,835",959
02312400,016355,INSTITUTE OF COMPUTER COMPUTER TECHNOLOGY,CA,2004,"420,551",153
03602400,036024,INSTITUTE OF NETWORK TECHNOLOGY,CA,2004,"34,370",25
03067500,030675,INSTITUTE OF TECHNOLOGY,CA,2004,"5,452,624","2,185"
02559400,025594,INTERCOAST COLLEGES - SANTA ANA,CA,2004,"1,897,982",661
02520300,016930,INTERIOR DESIGNERS INSTITUTE,CA,2004,"54,248",39
03395300,033953,INTERNATIONAL CAREER DEVELOPMENT CENTER,CA,2004,"1,739,292",746
02255400,014552,INTERNATIONAL SCHOOL OF COSMETOLOGY,CA,2004,"142,522",72
03622300,036223,INTERNATIONAL TECHNOLOGICAL UNIVERSITY,CA,2004,"4,750",2
02539500,025395,IRVINE VALLEY COLLEGE,CA,2004,"2,356,515","1,033"
03268300,032683,IVORY DENTAL TECHNOLOGY COLLEGE,CA,2004,"205,425",59
03485400,034854,JAMES ALBERT SCHOOL OF COSMETOLOGY,CA,2004,"65,905",33
01202600,012026,JE BOUTIQUE COLLEGE OF BEAUTY,CA,2004,"401,843",182
00448400,004484,JOHN F. KENNEDY UNIVERSITY,CA,2004,"121,749",64
03125300,031253,JOHN WESLEY INTERNATIONAL BARBER AND BEAUTY COLLEGE,CA,2004,"369,460",136
03308300,033083,KENSINGTON COLLEGE,CA,2004,"41,335",19
03282300,032823,KIM ANH ACADEMY OF BEAUTY,CA,2004,"396,842",148
03516300,035163,KING'S COLLEGE AND SEMINARY (THE),CA,2004,"165,915",89
03664300,036643,LA LAN 2000 COMPUTER TRAINING CENTER,CA,2004,"369,248",159
00121500,001215,LA SIERRA UNIVERSITY,CA,2004,"1,915,485",682
02330500,016517,LAGUNA COLLEGE OF ART AND DESIGN,CA,2004,"268,511",102
02238200,015802,LAKE FOREST BEAUTY COLLEGE,CA,2004,"86,994",43
01290700,012907,LAKE TAHOE COMMUNITY COLLEGE,CA,2004,"504,195",299
01301000,013010,LANCASTER BEAUTY SCHOOL,CA,2004,"603,065",228
00126600,001266,LANEY COLLEGE,CA,2004,"5,878,040","2,318"
03035700,030357,LAS POSITAS COLLEGE,CA,2004,"1,074,515",509
00121700,001217,LASSEN COLLEGE,CA,2004,"1,203,791",483
02270600,016029,LIFE PACIFIC COLLEGE,CA,2004,"488,030",208
02494800,024948,LOLA BEAUTY COLLEGE,CA,2004,"266,337",93
00121800,001218,LOMA LINDA UNIVERSITY,CA,2004,"812,854",318
00121900,001219,LONG BEACH CITY COLLEGE,CA,2004,"19,856,135","8,640"
00122300,001223,LOS ANGELES CITY COLLEGE,CA,2004,"11,822,652","4,521"
00616500,006165,LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH -,CA,2004,"186,852",105
00122400,001224,LOS ANGELES HARBOR COLLEGE,CA,2004,"4,382,330","2,204"
01255000,012550,LOS ANGELES MISSION COLLEGE,CA,2004,"4,104,141","1,768"
02570300,017306,LOS ANGELES ORT TECHNICAL INSTITUTE -MAIN,CA,2004,"2,675,245",992
00122600,001226,LOS ANGELES PIERCE COLLEGE,CA,2004,"5,902,042","2,651"
02612800,026128,LOS ANGELES RECORDING WORKSHOP,CA,2004,"628,385",262
00704700,007047,LOS ANGELES SOUTHWEST COLLEGE,CA,2004,"4,166,991","1,932"
00122700,001227,LOS ANGELES TRADE-TECHNICAL COLLEGE,CA,2004,"7,766,727","3,153"
00122800,001228,LOS ANGELES VALLEY COLLEGE,CA,2004,"7,379,189","3,053"
01034000,010340,LOS MEDANOS COLLEGE,CA,2004,"2,113,209",990
01164900,001234,LOYOLA MARYMOUNT UNIVERSITY,CA,2004,"3,533,736","1,285"
00714200,007142,LYLES FRESNO COLLEGE OF BEAUTY,CA,2004,"662,334",268
01324000,013807,LYTLES REDWOOD EMPIRE BEAUTY COLLEGE,CA,2004,"84,922",41
02208600,014265,MADERA BEAUTY COLLEGE,CA,2004,"89,735",42
01231600,012316,MANCHESTER BEAUTY COLLEGE,CA,2004,"341,864",154
03440400,034404,MARIAN HEALTH CAREERS CENTER,CA,2004,"227,705",99
02091700,014444,MARIC COLLEGE,CA,2004,"2,290,407",973
02306300,016307,MARIC COLLEGE,CA,2004,"1,853,975",777
02351900,016720,MARIC COLLEGE,CA,2004,"1,294,870",585
02539100,017072,MARIC COLLEGE,CA,2004,"1,948,895",760
02549000,017194,MARIC COLLEGE,CA,2004,"1,657,414",723
02565400,017265,MARIC COLLEGE,CA,2004,"1,896,621",815
03044500,030445,MARIC COLLEGE,CA,2004,"1,820,623",700
03113100,031131,MARIC COLLEGE,CA,2004,"6,951,137","2,758"
01265000,012650,MARINELLO SCHOOL OF BEAUTY,CA,2004,"284,880",104
01265100,012651,MARINELLO SCHOOL OF BEAUTY,CA,2004,"176,524",72
02054900,013598,MARINELLO SCHOOL OF BEAUTY,CA,2004,"96,721",40
02221300,014846,MARINELLO SCHOOL OF BEAUTY,CA,2004,"209,665",81
00747600,007476,MARINELLO SCHOOLS OF BEAUTY,CA,2004,"2,775,395","1,030"
03074900,030749,MARTINEZ ADULT EDUCATION,CA,2004,"47,597",19
01047400,010474,MARYMOUNT COLLEGE,CA,2004,"497,113",173
00122000,001220,MASTER'S COLLEGE AND SEMINARY,CA,2004,"797,615",327
03113300,031133,MCED CAREER COLLEGE,CA,2004,"689,121",203
01167200,011672,MENDOCINO COMMUNITY COLLEGE,CA,2004,"1,854,729",839
00123600,001236,MENLO COLLEGE,CA,2004,"552,219",208
00123700,001237,MERCED COLLEGE,CA,2004,"6,944,971","3,123"
00126700,001267,MERRITT COLLEGE,CA,2004,"2,958,647","1,197"
00123800,001238,MILLS COLLEGE,CA,2004,"766,801",285
00123900,001239,MIRACOSTA COLLEGE,CA,2004,"1,624,126",811
02338700,016580,MISS MARTY'S HAIR ACADEMY & ESTHETICS INSTITUTE,CA,2004,"242,862",105
02119100,014458,MISSION COLLEGE,CA,2004,"2,705,192","1,110"
00720400,007204,MODERN BEAUTY ACADEMY - OXNARD,CA,2004,"334,232",117
03063400,030634,MODERN TECHNOLOGY SCHOOL,CA,2004,"390,559",168
00124000,001240,MODESTO JUNIOR COLLEGE,CA,2004,"9,635,660","4,064"
02185800,015101,MOLER BARBER COLLEGE,CA,2004,"69,939",26
02345800,016647,MONTEBELLO BEAUTY COLLEGE,CA,2004,"559,079",216
00124100,001241,MONTEREY INSTITUTE OF INTERNATIONAL STUDIES,CA,2004,"19,150",10
03105700,031057,MONTEREY PARK COLLEGE,CA,2004,"487,902",184
00124200,001242,MONTEREY PENINSULA COLLEGE,CA,2004,"1,619,813",839
02205700,013047,MORO BEAUTY COLLEGE,CA,2004,"209,869",71
03062400,030624,MOUNT DIABLO ADULT EDUCATION,CA,2004,"157,565",75
00124300,001243,MOUNT SAINT MARY'S COLLEGE,CA,2004,"2,385,786",892
00124500,001245,MOUNT SAN ANTONIO COLLEGE,CA,2004,"9,256,304","3,824"
00124600,001246,MT SAN JACINTO COLLEGE,CA,2004,"5,394,505","2,577"
03128700,031287,MT. SIERRA COLLEGE,CA,2004,"1,188,495",503
02546400,017062,MTI BUSINESS COLLEGE,CA,2004,"609,441",244
01291200,008680,MTI COLLEGE,CA,2004,"1,178,750",540
02161800,015238,MUSICIANS INSTITUTE,CA,2004,"770,276",379
03458300,034583,MY LE'S BEAUTY COLLEGE,CA,2004,"352,257",142
00124700,001247,NAPA VALLEY COLLEGE,CA,2004,"1,764,813",807
01169600,011696,NATIONAL  POLYTECHNIC COLLEGE OF ENGINEERING AND OCEANEERING,CA,2004,"493,283",245
02518400,016968,NATIONAL HISPANIC UNIVERSITY,CA,2004,"423,923",208
02542300,017063,NATIONAL HOLISTIC INSTITUTE,CA,2004,"646,192",257
01287300,012873,NATIONAL INSTITUTE OF TECHNOLOGY,CA,2004,"7,115,084","3,542"
03109600,031096,NATIONAL INSTITUTE OF TECHNOLOGY,CA,2004,"47,962",39
01169602,035323,NATIONAL POLYTECHNIC COLLEGE OF ENGINEERING AND OCEANEERING  -  ACT,CA,2004,"102,425",33
01146000,011460,NATIONAL UNIVERSITY - LA JOLLA,CA,2004,"2,844,692","1,307"
01083100,010831,NEW COLLEGE OF CALIFORNIA,CA,2004,"484,327",202
00713000,007130,NEWBERRY SCHOOLS OF BEAUTY,CA,2004,"182,708",80
02584200,025842,NEWBRIDGE COLLEGE,CA,2004,"905,492",381
03043900,030439,NEWSCHOOL OF ARCHITECTURE AND DESIGN,CA,2004,"121,952",53
00718700,007187,NORTH ADRIAN'S BEAUTY COLLEGE,CA,2004,"302,038",115
01170700,011707,NORTH-WEST COLLEGE,CA,2004,"1,601,137",631
01287200,012872,NORTH-WEST COLLEGE,CA,2004,"665,838",274
02591600,025916,NORTH-WEST COLLEGE,CA,2004,"494,103",179
03399300,033993,NORTHWESTERN TECHNICAL COLLEGE,CA,2004,"596,742",240
00117900,001179,NOTRE DAME DE NAMUR UNIVERSITY,CA,2004,"676,890",264
03590400,035904,NTMA TRAINING CENTERS OF SOUTHERN CALIFORNIA,CA,2004,"658,579",255
00124900,001249,OCCIDENTAL COLLEGE,CA,2004,"1,332,846",459
01298900,012989,OCEANSIDE COLLEGE OF BEAUTY,CA,2004,"6,220",5
00448100,004481,OHLONE COLLEGE,CA,2004,"1,865,850",882
00125000,001250,ORANGE COAST COLLEGE,CA,2004,"8,057,902","3,502"
00125100,001251,OTIS COLLEGE OF ART AND DESIGN,CA,2004,"1,224,941",407
03299300,032993,PACIFIC COLLEGE,CA,2004,"410,563",179
03027700,030277,PACIFIC COLLEGE OF ORIENTAL MEDICINE,CA,2004,"37,383",25
00125500,001255,PACIFIC OAKS COLLEGE,CA,2004,"152,926",94
03163300,031633,PACIFIC STATES UNIVERSITY,CA,2004,"5,700",2
00125800,001258,PACIFIC UNION COLLEGE,CA,2004,"1,162,610",465
00125900,001259,PALO VERDE COLLEGE,CA,2004,"738,861",318
00126000,001260,PALOMAR COLLEGE,CA,2004,"2,416,829","1,174"
02537200,017004,PALOMAR INSTITUTE OF COSMETOLOGY,CA,2004,"227,740",131
02255600,015919,PARAMOUNT SCHOOL OF BEAUTY,CA,2004,"291,137",93
02059800,013571,PARIS BEAUTY COLLEGE,CA,2004,"53,203",23
00126100,001261,PASADENA CITY COLLEGE,CA,2004,"12,590,921","5,473"
00449000,004490,PATTEN UNIVERSITY,CA,2004,"683,715",258
03479300,034793,PCI PROFESSIONAL CAREER INSTITUTE,CA,2004,"222,718",119
01014900,001264,PEPPERDINE UNIVERSITY,CA,2004,"1,631,745",649
00117200,001172,PITZER COLLEGE,CA,2004,"469,217",176
02620300,026203,PLATT COLLEGE,CA,2004,"306,110",118
03039900,030399,PLATT COLLEGE,CA,2004,"456,929",171
03062700,030627,PLATT COLLEGE,CA,2004,"1,467,835",581
02304300,015180,"PLATT COLLEGE, SAN DIEGO",CA,2004,"583,836",245
00126200,001262,POINT LOMA NAZARENE UNIVERSITY,CA,2004,"1,172,356",462
03029600,015017,POMONA ADULT SCHOOL,CA,2004,"206,751",187
00117300,001173,POMONA COLLEGE,CA,2004,"429,400",156
02343400,016644,POWAY ACADEMY OF HAIR DESIGN,CA,2004,"237,484",114
03393300,033933,PRECISION TECHNICAL INSTITUTE,CA,2004,"27,659",14
03125800,031258,PREMIERE CAREER COLLEGE,CA,2004,"590,232",223
03367300,033673,PROFESSIONAL GOLFERS CAREER COLLEGE,CA,2004,"100,100",37
01298400,012984,PROFESSIONAL INSTITUTE OF BEAUTY,CA,2004,"508,517",186
00130800,001308,REEDLEY COLLEGE,CA,2004,"9,118,663","4,301"
03394300,033943,REMINGTON COLLEGE - SAN DIEGO CAMPUS,CA,2004,"1,280,286",581
00720300,007203,RICHARDS BEAUTY COLLEGES,CA,2004,"62,052",32
00126900,001269,RIO HONDO COMMUNITY COLLEGE,CA,2004,"7,902,050","3,428"
00127000,001270,RIVERSIDE COMMUNITY COLLEGE,CA,2004,"10,898,843","5,734"
01294200,012942,ROSEMEAD BEAUTY SCHOOL,CA,2004,"796,236",270
03330300,033303,ROSS BUSINESS INSTITUTE,CA,2004,"77,370",26
03054100,030541,ROYALE COLLEGE OF BEAUTY,CA,2004,"245,637",114
00123300,001233,SACRAMENTO CITY COLLEGE,CA,2004,"9,656,705","4,120"
00891800,008918,SADDLEBACK COLLEGE,CA,2004,"2,355,772","1,141"
03069500,030695,SAGE COLLEGE,CA,2004,"341,227",220
03359300,033593,SAINT FRANCIS CAREER COLLEGE,CA,2004,"336,806",113
00129900,001299,SAINT JOHN'S SEMINARY,CA,2004,"68,925",26
00130200,001302,SAINT MARY'S COLLEGE OF CALIFORNIA,CA,2004,"2,227,698",889
01309500,013095,SALON SUCCESS ACADEMY,CA,2004,"121,608",48
02619300,026193,SAMRA UNIVERSITY OF ORIENTAL MEDICINE,CA,2004,"10,366",6
00701200,007012,SAMUEL MERRITT COLLEGE,CA,2004,"324,667",119
00127200,001272,SAN BERNARDINO VALLEY COLLEGE,CA,2004,"11,599,416","5,164"
00127300,001273,SAN DIEGO CITY COLLEGE,CA,2004,"9,822,399","4,482"
02241600,015825,SAN DIEGO CONTINUING EDUCATION,CA,2004,"213,077",145
02208700,015609,SAN DIEGO GOLF ACADEMY,CA,2004,"641,915",258
00127500,001275,SAN DIEGO MESA COLLEGE,CA,2004,"6,708,193","2,847"
01182000,014172,SAN DIEGO MIRAMAR COLLEGE,CA,2004,"2,099,167",956
00115100,001151,SAN DIEGO STATE UNIVERSITY,CA,2004,"22,713,647","8,284"
00722900,007229,SAN FERNANDO BEAUTY ACADEMY,CA,2004,"1,469,235",530
00394800,003948,SAN FRANCISCO ART INSTITUTE,CA,2004,"473,907",187
00127800,001278,SAN FRANCISCO CONSERVATORY OF MUSIC,CA,2004,"118,988",42
00115400,001154,SAN FRANCISCO STATE UNIVERSITY,CA,2004,"20,696,030","7,605"
00128000,001280,SAN JOAQUIN DELTA COLLEGE,CA,2004,"12,291,083","5,425"
02120700,014741,SAN JOAQUIN VALLEY COLLEGE,CA,2004,"9,638,593","3,518"
00128200,001282,SAN JOSE CITY COLLEGE,CA,2004,"2,403,398","1,039"
00115500,001155,SAN JOSE STATE UNIVERSITY-,CA,2004,"17,816,846","6,956"
00128400,001284,SANTA ANA COLLEGE,CA,2004,"6,071,909","2,533"
00998900,009989,SANTA BARBARA BUSINESS COLLEGE,CA,2004,"1,839,328","1,000"
00128500,001285,SANTA BARBARA CITY COLLEGE,CA,2004,"3,802,855","1,835"
03128000,031280,SANTA BARBARA COLLEGE OF ORIENTAL MEDICINE,CA,2004,"24,175",10
00132600,001326,SANTA CLARA UNIVERSITY,CA,2004,"1,832,421",667
00128600,001286,SANTA MONICA COLLEGE,CA,2004,"6,719,939","2,920"
00128700,001287,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA,CA,2004,"4,224,207","1,892"
00117400,001174,SCRIPPS COLLEGE,CA,2004,"319,268",122
03660300,036603,SEA COLLEGE OF BUSINESS AND TECHNOLOGY,CA,2004,"31,263",11
02359300,016802,SHASTA BIBLE COLLEGE,CA,2004,"123,039",49
00128900,001289,SHASTA COLLEGE,CA,2004,"5,295,752","2,418"
02542000,017041,SIERRA ACADEMY OF AERONAUTICS-AIRLINE TRAINING CENTER,CA,2004,"82,475",43
00129000,001290,SIERRA COLLEGE,CA,2004,"6,492,771","2,965"
02064300,013831,SIERRA COLLEGE OF BEAUTY,CA,2004,"279,276",105
02188400,015461,SIERRA VALLEY BUSINESS COLLEGE,CA,2004,"297,089",135
03069300,030693,SILICON VALLEY COLLEGE-FREMONT,CA,2004,"5,096,487","2,027"
01323300,013233,SIMI VALLEY ADULT SCHOOL & CAREER INSTITUTE,CA,2004,"274,430",117
00129100,001291,SIMPSON UNIVERSITY,CA,2004,"1,260,924",578
00771300,007713,SKYLINE COLLEGE,CA,2004,"2,692,914","1,149"
00129200,001292,SOLANO COMMUNITY COLLEGE,CA,2004,"3,412,553","1,746"
03123000,031230,SONOMA COLLEGE,CA,2004,"132,432",57
00115600,001156,SONOMA STATE UNIVERSITY,CA,2004,"4,275,627","1,697"
02608900,026089,SOUND MASTER RECORDING ENGINEER SCHOOL AUDIO/VIDEO INSTITUTE,CA,2004,"55,975",16
02597300,025973,SOUTH BAYLO UNIVERSITY,CA,2004,"123,551",54
02277400,016081,SOUTH COAST COLLEGE,CA,2004,"488,370",214
03332300,033323,SOUTHERN CALIFORNIA BIBLE COLLEGE AND SEMINARY,CA,2004,"59,490",26
03113600,031136,SOUTHERN CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,2004,"1,386,955",524
