OPEID,PELLID,Name,State,Type & Control,Recipients,Awards
00449400,004494,BRYMAN COLLEGE,CA,Proprietary,"1,256","2,605,492"
01206100,012061,BRYMAN COLLEGE,CA,Proprietary,535,"1,212,119"
03072300,030723,BRYMAN COLLEGE,CA,Proprietary,"1,497","2,748,500"
00807300,006972,BUTTE COLLEGE,CA,Public 2 Year,"3,943","9,505,397"
00112400,001124,CABRILLO COLLEGE,CA,Public 2 Year,"2,111","4,613,497"
00112500,001125,CALIFORNIA BAPTIST UNIVERSITY,CA,Private 4 Year,965,"2,085,000"
02065700,013828,CALIFORNIA BEAUTY COLLEGE,CA,Proprietary,54,"153,076"
02520200,016896,CALIFORNIA CAREER SCHOOL,CA,Proprietary,20,"2,917"
00884400,014128,CALIFORNIA CHRISTIAN COLLEGE,CA,Private 4 Year,27,"87,157"
00112700,001127,CALIFORNIA COLLEGE OF THE ARTS,CA,Private 4 Year,417,"1,018,556"
03698400,036984,CALIFORNIA COLLEGE OF VOCATIONAL CAREERS,CA,Proprietary,68,"170,688"
02110800,014683,CALIFORNIA COLLEGE SAN DIEGO,CA,Proprietary,282,"696,268"
02086400,013500,CALIFORNIA COSMETOLOGY COLLEGE,CA,Proprietary,8,"20,475"
02220200,015698,CALIFORNIA CULINARY ACADEMY,CA,Proprietary,918,"2,325,717"
03125400,031254,CALIFORNIA DESIGN COLLEGE,CA,Proprietary,291,"700,639"
01186500,011865,CALIFORNIA HAIR DESIGN ACADEMY,CA,Proprietary,102,"232,841"
03681300,036813,CALIFORNIA HEALING ARTS COLLEGE,CA,Proprietary,82,"173,322"
01215400,012154,CALIFORNIA INSTITUTE OF INTEGRAL STUDIES,CA,Private 4 Year,18,"18,018"
00113100,001131,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,Private 4 Year,146,"360,748"
00113200,001132,CALIFORNIA INSTITUTE OF THE ARTS,CA,Private 4 Year,257,"791,998"
03633300,036333,CALIFORNIA LEARNING CENTER,CA,Proprietary,232,"576,971"
00113300,001133,CALIFORNIA LUTHERAN UNIVERSITY,CA,Private 4 Year,328,"777,603"
00113400,001134,CALIFORNIA MARITIME ACADEMY,CA,Public 4 Year,151,"459,559"
00114300,001143,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,CA,Public 4 Year,"3,151","8,280,394"
03210300,032103,CALIFORNIA SCHOOL OF CULINARY ARTS,CA,Proprietary,"1,001","2,715,136"
00114400,001144,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",CA,Public 4 Year,"6,703","17,177,116"
00114000,001140,CALIFORNIA STATE UNIVERSITY - LOS ANGELES,CA,Public 4 Year,"7,543","19,791,863"
00115000,001150,CALIFORNIA STATE UNIVERSITY - SACRAMENTO -,CA,Public 4 Year,"8,013","21,050,977"
00799300,007993,"CALIFORNIA STATE UNIVERSITY, BAKERSFIELD",CA,Public 4 Year,"3,115","8,016,610"
00114600,001146,"CALIFORNIA STATE UNIVERSITY, CHICO",CA,Public 4 Year,"5,326","13,890,896"
00114100,001141,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",CA,Public 4 Year,"4,726","12,306,669"
00113800,001138,"CALIFORNIA STATE UNIVERSITY, EAST BAY",CA,Public 4 Year,"3,269","8,900,966"
00114700,001147,"CALIFORNIA STATE UNIVERSITY, FRESNO",CA,Public 4 Year,"7,781","22,236,691"
00113700,001137,"CALIFORNIA STATE UNIVERSITY, FULLERTON",CA,Public 4 Year,"8,492","20,393,552"
00113900,001139,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",CA,Public 4 Year,"9,399","25,505,126"
03260300,032603,"CALIFORNIA STATE UNIVERSITY, MONTEREY BAY",CA,Public 4 Year,"1,337","3,747,011"
00115300,001153,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",CA,Public 4 Year,"13,710","31,767,589"
00114200,001142,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",CA,Public 4 Year,"6,566","17,657,819"
03011300,030113,"CALIFORNIA STATE UNIVERSITY, SAN MARCOS",CA,Public 4 Year,"2,234","4,864,034"
00115700,001157,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",CA,Public 4 Year,"2,831","7,088,012"
00697300,006973,CANADA COLLEGE,CA,Public 2 Year,448,"1,026,121"
02125000,013914,CAREER ACADEMY OF BEAUTY,CA,Proprietary,207,"361,384"
03797400,037974,CAREER CARE INSTITUTE,CA,Proprietary,276,"656,776"
03427400,034274,CAREER COLLEGES OF AMERICA,CA,Proprietary,"1,006","2,548,099"
03242300,032423,CAREER NETWORKS INSTITUTE,CA,Proprietary,252,"575,808"
00673100,006731,CASA LOMA COLLEGE,CA,Private 2 Year,304,"741,236"
02332800,016516,CENTER FOR EMPLOYMENT TRAINING,CA,Private 2 Year,"2,518","6,072,797"
03097700,030977,CENTRAL CALIFORNIA SCHOOL OF CONTINUING EDUCATION,CA,Proprietary,173,"437,261"
02602300,026023,CENTRAL COAST COLLEGE,CA,Proprietary,248,"501,258"
00116100,001161,CERRITOS COMMUNITY COLLEGE,CA,Public 2 Year,"5,734","12,503,260"
00116200,001162,CHABOT COLLEGE,CA,Public 2 Year,"2,660","6,057,100"
00116300,001163,CHAFFEY COMMUNITY COLLEGE,CA,Public 2 Year,"3,546","7,589,258"
00116400,001164,CHAPMAN UNIVERSITY,CA,Private 4 Year,"1,579","3,375,000"
00950900,009509,CHARLES A. JONES SKILLS & BUSINESS EDUCATION CENTER,CA,Public 2 Year,693,"1,282,759"
01036500,013653,CHARLES R. DREW UNIVERSITY OF MEDICINE AND SCIENCE,CA,Private 4 Year,114,"295,184"
03392300,033923,CHASE COLLEGE,CA,Proprietary,435,"1,177,548"
00116600,001166,CITRUS COMMUNITY COLLEGE,CA,Public 2 Year,"2,490","5,550,000"
00450200,012874,CITY COLLEGE OF SAN FRANCISCO,CA,Public 2 Year,"6,244","14,893,045"
00117000,001170,CLAREMONT MCKENNA COLLEGE,CA,Private 4 Year,143,"408,825"
03278300,032783,CLARITA CAREER COLLEGE,CA,Proprietary,269,"727,750"
02147400,014919,CLEVELAND CHIROPRACTIC COLLEGE,CA,Private 4 Year,78,"206,182"
02309500,016330,CLOVIS ADULT EDUCATION,CA,Public 2 Year,162,"328,530"
02063500,013536,COASTLINE COMMUNITY COLLEGE,CA,Public 2 Year,511,"1,219,603"
03577300,035773,COBA ACADEMY,CA,Proprietary,49,"126,746"
00117700,001177,COGSWELL POLYTECHNICAL COLLEGE,CA,Private 4 Year,82,"212,572"
00729600,009273,COLEMAN COLLEGE - LA MESA,CA,Private 4 Year,259,"585,525"
02220000,015686,COLLEEN O'HARA'S BEAUTY ACADEMY,CA,Proprietary,307,"867,153"
00672000,006720,COLLEGE OF ALAMEDA,CA,Public 2 Year,"1,145","2,698,678"
03852500,038525,COLLEGE OF INFORMATION TECHNOLOGY,CA,Proprietary,69,"170,989"
00117800,001178,COLLEGE OF MARIN,CA,Public 2 Year,"1,129","2,686,182"
00118100,001181,COLLEGE OF SAN MATEO,CA,Public 2 Year,807,"1,907,740"
00890300,008903,COLLEGE OF THE CANYONS,CA,Public 2 Year,"1,035","2,407,745"
00118200,001182,COLLEGE OF THE DESERT,CA,Public 2 Year,"1,701","3,820,166"
00118500,001185,COLLEGE OF THE REDWOODS,CA,Public 2 Year,"2,253","4,734,249"
00118600,001186,COLLEGE OF THE SEQUOIAS,CA,Public 2 Year,"3,715","8,039,213"
00118700,001187,COLLEGE OF THE SISKIYOUS,CA,Public 2 Year,917,"2,064,956"
00770700,007707,COLUMBIA COLLEGE,CA,Public 2 Year,628,"1,454,241"
02110200,014697,COLUMBIA COLLEGE-HOLLYWOOD,CA,Private 4 Year,96,"229,783"
03250300,032503,COMMUNITY BASED EDUCATION AND DEVELOPMENT,CA,Private 2 Year,619,"1,945,567"
03615300,036153,COMMUNITY BUSINESS COLLEGE,CA,Proprietary,6,"7,822"
03874400,038744,COMMUNITY CHRISTIAN COLLEGE,CA,Private 2 Year,10,"25,708"
03695300,036953,COMMUNITY ENHANCEMENT SERVICES,CA,Private 2 Year,89,"213,039"
00118800,001188,COMPTON COMMUNITY COLLEGE,CA,Public 2 Year,"1,481","3,705,791"
03415300,034153,COMPUTER TRAINING INSTITUTE,CA,Proprietary,50,"123,725"
03759300,037593,COMPUTER TUTOR BUSINESS AND TECHNICAL INSTITUTE,CA,Proprietary,80,"163,047"
00760700,007607,CONCORDE CAREER INSTITUTE,CA,Proprietary,702,"1,555,536"
00793000,007930,CONCORDE CAREER INSTITUTE,CA,Proprietary,548,"1,105,269"
00807100,008071,CONCORDE CAREER INSTITUTE,CA,Proprietary,551,"1,232,989"
00853700,008537,CONCORDE CAREER INSTITUTE,CA,Proprietary,974,"1,934,489"
02070500,013885,CONCORDIA UNIVERSITY,CA,Private 4 Year,351,"919,697"
03835300,038353,CONEJO VALLEY ADULT EDUCATION,CA,Public 2 Year,5,"11,002"
00119000,001190,CONTRA COSTA COLLEGE,CA,Public 2 Year,"1,492","3,553,739"
03542400,035424,COPPER MOUNTAIN COLLEGE,CA,Public 2 Year,727,"1,495,877"
00753600,007536,COSUMNES RIVER COLLEGE,CA,Public 2 Year,"2,732","5,844,774"
00927200,009272,CRAFTON HILLS COLLEGE,CA,Public 2 Year,"1,016","2,028,416"
00119200,001192,CUESTA COLLEGE,CA,Public 2 Year,"1,523","3,490,496"
02111300,014435,CUYAMACA COLLEGE,CA,Public 2 Year,941,"2,273,073"
02174600,014557,CYNTHIA'S BEAUTY ACADEMY,CA,Proprietary,411,"1,104,229"
00119300,001193,CYPRESS COLLEGE,CA,Public 2 Year,"2,688","6,358,361"
00448000,004480,DE ANZA COMMUNITY COLLEGE,CA,Public 2 Year,"2,394","5,920,249"
03025600,030256,DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE,CA,Private 4 Year,5,"16,550"
02298000,016233,DESIGN INSTITUTE OF SAN DIEGO,CA,Proprietary,152,"274,064"
03646300,036463,DESIGN'S SCHOOL OF COSMETOLOGY,CA,Proprietary,57,"139,413"
00119100,001191,DIABLO VALLEY COLLEGE,CA,Public 2 Year,"1,629","3,956,112"
02553600,017136,DIVERSIFIED LANGUAGE INSTITUTE-LOS ANGELES,CA,Proprietary,632,"1,575,193"
00119600,001196,DOMINICAN UNIVERSITY OF CALIFORNIA,CA,Private 4 Year,406,"1,037,202"
00915800,009158,DON BOSCO TECHNICAL INSTITUTE,CA,Private 2 Year,46,"124,751"
03109500,031095,DONGGUK ROYAL UNIVERSITY,CA,Private 4 Year,23,"51,543"
01022900,010229,D-Q UNIVERSITY,CA,Private 2 Year,216,"178,768"
03479400,034794,DVS COLLEGE,CA,Proprietary,91,"249,355"
02226000,001222,EAST LOS ANGELES COLLEGE,CA,Public 2 Year,"4,423","11,169,419"
00119700,001197,EL CAMINO COLLEGE DISTRICT,CA,Public 2 Year,"3,904","8,819,218"
02091200,014484,ELEGANCE INTERNATIONAL,CA,Proprietary,55,"114,735"
03094400,030944,ELITE PROGRESSIVE SCHOOL OF COSMETOLOGY,CA,Proprietary,257,"788,770"
00903200,009032,EMPIRE COLLEGE,CA,Proprietary,363,"891,057"
03413400,034134,ENGLISH CENTER FOR INTERNATIONAL WOMEN,CA,Private 2 Year,135,"340,805"
03087700,030877,ESCUELAS LEICESTER,CA,Proprietary,134,"303,604"
02167800,015125,ESTES INSTITUTE OF COSMETOLOGY ARTS & SCIENCES,CA,Proprietary,105,"205,916"
01245200,012452,EVERGREEN VALLEY COLLEGE,CA,Public 2 Year,"2,081","5,333,730"
02234300,015756,FASHION CAREERS OF CALIFORNIA COLLEGE,CA,Proprietary,62,"149,298"
01111200,011112,FASHION INSTITUTE OF DESIGN & MERCHANDISING -,CA,Proprietary,"1,678","4,141,013"
00859700,008597,FEATHER RIVER COMMUNITY COLLEGE,CA,Public 2 Year,310,"750,402"
00725300,007253,FEDERICO BEAUTY INSTITUTE,CA,Proprietary,164,"319,884"
03131300,031313,FIVE BRANCHES INSTITUTE,CA,Private 4 Year,10,"22,650"
00119900,001199,FOOTHILL COLLEGE,CA,Public 2 Year,670,"1,530,102"
03271300,032713,FOUNDATION COLLEGE,CA,Proprietary,9,"20,275"
03162300,031623,FOUR-D COLLEGE,CA,Proprietary,434,"1,121,971"
02230900,013557,FREDRICK AND CHARLES BEAUTY COLLEGE,CA,Proprietary,67,"150,352"
00130700,001307,FRESNO CITY COLLEGE,CA,Public 2 Year,"9,212","20,767,684"
00125300,001253,FRESNO PACIFIC UNIVERSITY,CA,Private 4 Year,678,"1,671,042"
00120100,001201,FULLERTON COLLEGE,CA,Public 2 Year,"3,069","7,537,405"
01202700,012027,GALEN COLLEGE OF CALIFORNIA,CA,Proprietary,441,"1,036,038"
00120200,001202,GAVILAN COLLEGE,CA,Public 2 Year,787,"1,931,766"
02231900,015765,GEMOLOGICAL INSTITUTE OF AMERICA,CA,Private 2 Year,63,"140,042"
02338500,016581,GLENDALE CAREER COLLEGE,CA,Proprietary,973,"2,400,496"
00120300,001203,GLENDALE COMMUNITY COLLEGE,CA,Public 2 Year,"4,674","11,177,848"
00120500,001205,GOLDEN GATE UNIVERSITY,CA,Private 4 Year,95,"171,504"
00120600,001206,GOLDEN WEST COLLEGE,CA,Public 2 Year,"2,439","6,359,006"
00120800,001208,GROSSMONT COLLEGE,CA,Public 2 Year,"2,463","5,726,487"
00565500,012522,HACIENDA LA PUENTE ADULT EDUCATION,CA,Public 2 Year,336,"617,505"
02211000,014599,HAIRMASTERS UNIVERSITY OF BEAUTY,CA,Proprietary,60,"137,378"
00120900,001209,HARTNELL COMMUNITY COLLEGE,CA,Public 2 Year,"1,583","3,000,000"
00117100,001171,HARVEY MUDD COLLEGE,CA,Private 4 Year,87,"238,850"
00723400,007234,HEALD COLLEGE,CA,Private 2 Year,"1,460","2,737,118"
00747700,007477,HEALD COLLEGE,CA,Private 2 Year,641,"1,241,911"
00809300,008093,HEALD COLLEGE,CA,Private 2 Year,"1,116","2,753,049"
00853200,008532,HEALD COLLEGE,CA,Private 2 Year,997,"2,367,070"
02187500,015453,HEALD COLLEGE,CA,Private 2 Year,789,"658,693"
02593100,025931,HEALD COLLEGE,CA,Private 2 Year,720,"1,497,958"
02593200,025932,HEALD COLLEGE,CA,Private 2 Year,804,"1,814,585"
02593300,025933,HEALD COLLEGE,CA,Private 2 Year,784,"1,673,598"
03034000,030340,HEALD COLLEGE,CA,Private 2 Year,588,"1,409,845"
02589200,025892,HEALTHSTAFF TRAINING INSTITUTE,CA,Proprietary,38,"64,322"
02285100,014813,HILLTOP BEAUTY SCHOOL,CA,Proprietary,180,"501,634"
00118300,001183,HOLY NAMES UNIVERSITY,CA,Private 4 Year,230,"505,768"
00125200,001252,HOPE INTERNATIONAL UNIVERSITY,CA,Private 4 Year,358,"820,844"
00114900,001149,HUMBOLDT STATE UNIVERSITY,CA,Public 4 Year,"3,043","8,824,104"
00121200,001212,HUMPHREYS COLLEGE,CA,Private 4 Year,549,"1,308,302"
02545900,017061,HYPNOSIS MOTIVATION INSTITUTE,CA,Private 2 Year,107,"184,525"
03467300,034673,IMAGE SCHOOLS OF COSMETOLOGY,CA,Proprietary,104,"222,484"
00121400,001214,IMPERIAL VALLEY COLLEGE,CA,Public 2 Year,"3,587","8,317,173"
02128300,014673,INSTITUTE FOR BUSINESS & TECHNOLOGY,CA,Proprietary,969,"2,239,716"
02312400,016355,INSTITUTE OF COMPUTER COMPUTER TECHNOLOGY,CA,Proprietary,158,"426,566"
03602400,036024,INSTITUTE OF NETWORK TECHNOLOGY,CA,Proprietary,14,"17,699"
03067500,030675,INSTITUTE OF TECHNOLOGY,CA,Proprietary,"2,656","6,690,180"
02559400,025594,INTERCOAST COLLEGES,CA,Proprietary,627,"1,617,195"
02520300,016930,INTERIOR DESIGNERS INSTITUTE,CA,Proprietary,41,"62,489"
03395300,033953,INTERNATIONAL CAREER DEVELOPMENT CENTER,CA,Proprietary,"1,601","4,193,073"
02255400,014552,INTERNATIONAL SCHOOL OF COSMETOLOGY,CA,Proprietary,73,"149,604"
03622300,036223,INTERNATIONAL TECHNOLOGICAL UNIVERSITY,CA,Private 4 Year,1,"3,038"
02539500,025395,IRVINE VALLEY COLLEGE,CA,Public 2 Year,864,"2,147,011"
03485400,034854,JAMES ALBERT SCHOOL OF COSMETOLOGY,CA,Proprietary,46,"108,152"
01202600,012026,JE BOUTIQUE COLLEGE OF BEAUTY,CA,Proprietary,168,"368,732"
00448400,004484,JOHN F. KENNEDY UNIVERSITY,CA,Private 4 Year,59,"104,601"
03125300,031253,JOHN WESLEY INTERNATIONAL BARBER AND BEAUTY COLLEGE,CA,Proprietary,105,"281,184"
03308300,033083,KENSINGTON COLLEGE,CA,Proprietary,21,"41,759"
03282300,032823,KIM ANH ACADEMY OF BEAUTY,CA,Proprietary,148,"409,335"
03516300,035163,KING'S COLLEGE AND SEMINARY (THE),CA,Private 4 Year,84,"157,643"
03664300,036643,LA LAN 2000 COMPUTER TRAINING CENTER,CA,Proprietary,69,"89,238"
00121500,001215,LA SIERRA UNIVERSITY,CA,Private 4 Year,678,"1,872,347"
03853400,038534,LADERA CAREER PATHS TRAINING CENTERS,CA,Proprietary,20,"46,774"
02330500,016517,LAGUNA COLLEGE OF ART AND DESIGN,CA,Private 4 Year,104,"296,418"
03806300,038063,LAKE COLLEGE,CA,Proprietary,98,"146,962"
02238200,015802,LAKE FOREST BEAUTY COLLEGE,CA,Proprietary,35,"87,638"
01290700,012907,LAKE TAHOE COMMUNITY COLLEGE,CA,Public 2 Year,290,"554,419"
01301000,013010,LANCASTER BEAUTY SCHOOL,CA,Proprietary,230,"539,178"
00126600,001266,LANEY COLLEGE,CA,Public 2 Year,"2,296","5,873,386"
03035700,030357,LAS POSITAS COLLEGE,CA,Public 2 Year,665,"1,496,502"
00121700,001217,LASSEN COLLEGE,CA,Public 2 Year,531,"1,335,177"
02270600,016029,LIFE PACIFIC COLLEGE,CA,Private 4 Year,209,"524,140"
02494800,024948,LOLA BEAUTY COLLEGE,CA,Proprietary,89,"263,038"
00121800,001218,LOMA LINDA UNIVERSITY,CA,Private 4 Year,301,"766,113"
00121900,001219,LONG BEACH CITY COLLEGE,CA,Public 2 Year,"8,293","18,794,382"
00122300,001223,LOS ANGELES CITY COLLEGE,CA,Public 2 Year,"5,063","13,471,002"
00616500,006165,LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH -,CA,Public 2 Year,97,"175,843"
00122400,001224,LOS ANGELES HARBOR COLLEGE,CA,Public 2 Year,"2,318","4,744,804"
01255000,012550,LOS ANGELES MISSION COLLEGE,CA,Public 2 Year,"1,652","3,904,036"
03868400,038684,LOS ANGELES MUSIC ACADEMY,CA,Proprietary,6,"18,917"
02570300,017306,LOS ANGELES ORT TECHNICAL INSTITUTE -MAIN,CA,Private 2 Year,918,"2,442,474"
00122600,001226,LOS ANGELES PIERCE COLLEGE,CA,Public 2 Year,"2,856","6,588,432"
02612800,026128,LOS ANGELES RECORDING WORKSHOP,CA,Proprietary,190,"484,754"
00704700,007047,LOS ANGELES SOUTHWEST COLLEGE,CA,Public 2 Year,"1,873","4,339,648"
00122700,001227,LOS ANGELES TRADE-TECHNICAL COLLEGE,CA,Public 2 Year,"3,043","7,625,160"
00122800,001228,LOS ANGELES VALLEY COLLEGE,CA,Public 2 Year,"3,089","7,332,641"
01034000,010340,LOS MEDANOS COLLEGE,CA,Public 2 Year,"1,053","2,309,354"
01164900,001234,LOYOLA MARYMOUNT UNIVERSITY,CA,Private 4 Year,"1,240","3,198,753"
00714200,007142,LYLES FRESNO COLLEGE OF BEAUTY,CA,Proprietary,234,"591,078"
01324000,013807,LYTLES REDWOOD EMPIRE BEAUTY COLLEGE,CA,Proprietary,35,"68,782"
02208600,014265,MADERA BEAUTY COLLEGE,CA,Proprietary,38,"88,300"
01231600,012316,MANCHESTER BEAUTY COLLEGE,CA,Proprietary,156,"334,023"
03440400,034404,MARIAN HEALTH CAREERS CENTER,CA,Proprietary,120,"256,707"
02565400,017265,MARIC COLLEGE,CA,Proprietary,731,"1,615,424"
03113100,031131,MARIC COLLEGE,CA,Proprietary,"2,480","6,286,830"
02091700,014444,MARIC COLLEGE,CA,Proprietary,980,"2,234,815"
02306300,016307,MARIC COLLEGE,CA,Proprietary,732,"1,799,922"
02351900,016720,MARIC COLLEGE,CA,Proprietary,703,"1,643,271"
02539100,017072,MARIC COLLEGE,CA,Proprietary,760,"1,934,678"
02549000,017194,MARIC COLLEGE,CA,Proprietary,"1,038","2,445,098"
03044500,030445,MARIC COLLEGE,CA,Proprietary,736,"1,901,475"
01265000,012650,MARINELLO SCHOOL OF BEAUTY,CA,Proprietary,194,"490,419"
01265100,012651,MARINELLO SCHOOL OF BEAUTY,CA,Proprietary,130,"345,770"
02054900,013598,MARINELLO SCHOOL OF BEAUTY,CA,Proprietary,45,"115,155"
02221300,014846,MARINELLO SCHOOL OF BEAUTY,CA,Proprietary,159,"413,243"
00747600,007476,MARINELLO SCHOOLS OF BEAUTY,CA,Proprietary,"1,532","3,973,881"
03074900,030749,MARTINEZ ADULT EDUCATION,CA,Public 2 Year,25,"48,933"
01047400,010474,MARYMOUNT COLLEGE,CA,Private 2 Year,179,"533,383"
00122000,001220,MASTER'S COLLEGE AND SEMINARY,CA,Private 4 Year,341,"839,338"
03113300,031133,MCED CAREER COLLEGE,CA,Proprietary,191,"546,430"
01167200,011672,MENDOCINO COMMUNITY COLLEGE,CA,Public 2 Year,854,"1,969,956"
00123600,001236,MENLO COLLEGE,CA,Private 4 Year,205,"549,727"
00123700,001237,MERCED COLLEGE,CA,Public 2 Year,"3,450","7,976,525"
00126700,001267,MERRITT COLLEGE,CA,Public 2 Year,"1,043","2,560,760"
00123800,001238,MILLS COLLEGE,CA,Private 4 Year,312,"886,835"
00123900,001239,MIRACOSTA COLLEGE,CA,Public 2 Year,918,"1,832,981"
02338700,016580,MISS MARTY'S HAIR ACADEMY & ESTHETICS INSTITUTE,CA,Proprietary,131,"284,522"
02119100,014458,MISSION COLLEGE,CA,Public 2 Year,"1,274","2,431,683"
00720400,007204,MODERN BEAUTY ACADEMY - OXNARD,CA,Proprietary,100,"262,455"
03063400,030634,MODERN TECHNOLOGY SCHOOL,CA,Proprietary,142,"325,789"
00124000,001240,MODESTO JUNIOR COLLEGE,CA,Public 2 Year,"4,116","9,850,137"
02185800,015101,MOLER BARBER COLLEGE,CA,Proprietary,28,"57,453"
02345800,016647,MONTEBELLO BEAUTY COLLEGE,CA,Proprietary,188,"476,720"
00124100,001241,MONTEREY INSTITUTE OF INTERNATIONAL STUDIES,CA,Private 4 Year,6,"16,400"
03105700,031057,MONTEREY PARK COLLEGE,CA,Proprietary,136,"307,521"
00124200,001242,MONTEREY PENINSULA COLLEGE,CA,Public 2 Year,865,"1,670,671"
03062400,030624,MOUNT DIABLO ADULT EDUCATION,CA,Public 2 Year,61,"122,342"
00124300,001243,MOUNT SAINT MARY'S COLLEGE,CA,Private 4 Year,934,"2,394,511"
00124500,001245,MOUNT SAN ANTONIO COLLEGE,CA,Public 2 Year,"4,109","10,202,458"
00124600,001246,MT SAN JACINTO COLLEGE,CA,Public 2 Year,"2,946","6,059,662"
03128700,031287,MT. SIERRA COLLEGE,CA,Proprietary,505,"1,085,100"
02546400,017062,MTI BUSINESS COLLEGE,CA,Proprietary,194,"493,293"
01291200,008680,MTI COLLEGE,CA,Proprietary,624,"1,421,288"
03933300,039333,MUELLER COLLEGE OF HOLISTIC STUDIES,CA,Proprietary,14,"14,597"
02161800,015238,MUSICIANS INSTITUTE,CA,Proprietary,420,"863,284"
03458300,034583,MY LE'S BEAUTY COLLEGE,CA,Proprietary,141,"329,379"
00124700,001247,NAPA VALLEY COLLEGE,CA,Public 2 Year,850,"1,894,193"
02518400,016968,NATIONAL HISPANIC UNIVERSITY,CA,Private 4 Year,231,"442,400"
02542300,017063,NATIONAL HOLISTIC INSTITUTE,CA,Proprietary,227,"642,224"
01287300,012873,NATIONAL INSTITUTE OF TECHNOLOGY,CA,Proprietary,"3,361","6,272,803"
01169600,011696,NATIONAL POLYTECHNIC COLLEGE OF ENGINEERING AND OCEANEERING,CA,Private 2 Year,228,"479,821"
01146000,011460,NATIONAL UNIVERSITY - LA JOLLA,CA,Private 4 Year,"1,170","2,295,859"
01083100,010831,NEW COLLEGE OF CALIFORNIA,CA,Private 4 Year,198,"506,957"
00713000,007130,NEWBERRY SCHOOLS OF BEAUTY,CA,Proprietary,105,"204,128"
02584200,025842,NEWBRIDGE COLLEGE,CA,Proprietary,415,"985,125"
03043900,030439,NEWSCHOOL OF ARCHITECTURE AND DESIGN,CA,Proprietary,76,"173,624"
00718700,007187,NORTH ADRIAN'S BEAUTY COLLEGE,CA,Proprietary,138,"367,122"
01170700,011707,NORTH-WEST COLLEGE,CA,Proprietary,541,"674,134"
02591600,025916,NORTH-WEST COLLEGE,CA,Proprietary,116,"264,098"
01287200,012872,NORTH-WEST COLLEGE,CA,Proprietary,280,"678,470"
03399300,033993,NORTHWESTERN TECHNICAL COLLEGE,CA,Proprietary,200,"495,450"
00117900,001179,NOTRE DAME DE NAMUR UNIVERSITY,CA,Private 4 Year,234,"611,342"
03590400,035904,NTMA TRAINING CENTERS OF SOUTHERN CALIFORNIA,CA,Private 2 Year,467,"1,210,642"
00124900,001249,OCCIDENTAL COLLEGE,CA,Private 4 Year,424,"1,231,181"
03550300,035503,OCCUPATIONAL TRAINING SERVICES,CA,Private 2 Year,30,"82,526"
01298900,012989,OCEANSIDE COLLEGE OF BEAUTY,CA,Proprietary,21,"53,283"
00448100,004481,OHLONE COLLEGE,CA,Public 2 Year,962,"2,185,000"
00125000,001250,ORANGE COAST COLLEGE,CA,Public 2 Year,"3,498","8,620,559"
00125100,001251,OTIS COLLEGE OF ART AND DESIGN,CA,Private 4 Year,401,"1,252,954"
03901300,039013,PACIFIC COAST TRADE SCHOOL,CA,Proprietary,7,"13,785"
03299300,032993,PACIFIC COLLEGE,CA,Proprietary,167,"389,835"
03027700,030277,PACIFIC COLLEGE OF ORIENTAL MEDICINE,CA,Proprietary,25,"29,135"
00125500,001255,PACIFIC OAKS COLLEGE,CA,Private 4 Year,113,"166,473"
03163300,031633,PACIFIC STATES UNIVERSITY,CA,Private 4 Year,1,"2,000"
00125800,001258,PACIFIC UNION COLLEGE,CA,Private 4 Year,466,"1,197,416"
00125900,001259,PALO VERDE COLLEGE,CA,Public 2 Year,322,"746,848"
00126000,001260,PALOMAR COLLEGE,CA,Public 2 Year,"1,362","2,830,331"
02537200,017004,PALOMAR INSTITUTE OF COSMETOLOGY,CA,Proprietary,140,"234,920"
02255600,015919,PARAMOUNT SCHOOL OF BEAUTY,CA,Proprietary,149,"374,616"
02059800,013571,PARIS BEAUTY COLLEGE,CA,Proprietary,47,"129,669"
00126100,001261,PASADENA CITY COLLEGE,CA,Public 2 Year,"5,186","12,718,447"
00449000,004490,PATTEN UNIVERSITY,CA,Private 4 Year,219,"568,786"
03479300,034793,PCI PROFESSIONAL CAREER INSTITUTE,CA,Proprietary,121,"241,826"
01014900,001264,PEPPERDINE UNIVERSITY,CA,Private 4 Year,665,"1,631,661"
00117200,001172,PITZER COLLEGE,CA,Private 4 Year,148,"399,752"
03039900,030399,PLATT COLLEGE,CA,Proprietary,121,"261,151"
02620300,026203,PLATT COLLEGE,CA,Proprietary,137,"314,770"
03062700,030627,PLATT COLLEGE,CA,Proprietary,604,"1,524,667"
02304300,015180,"PLATT COLLEGE, SAN DIEGO",CA,Proprietary,194,"462,518"
00126200,001262,POINT LOMA NAZARENE UNIVERSITY,CA,Private 4 Year,453,"1,181,138"
03029600,015017,POMONA ADULT SCHOOL,CA,Public 2 Year,137,"141,225"
